"Unique ID","Language","Title","Body","Logo","Image","Show next training"
1,"en","Classroom training specifically for GarmentBox ePLM","Learn to build online stores with great training that gives managers complete mastery of eCommerce","commerce-guys.png","training1.jpg",1
